ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
;UN01002024;ASBIE;Requesting_ Party. Specified. Project_ Organization;The project organization, such as a business or government body, for this requesting party.;;;Requesting;Party;;Specified;;;;Project;Organization;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002025;ASBIE;Requesting_ Party. Specified. Project_ Person;The project person specified for this requesting party.;;;Requesting;Party;;Specified;;;;Project;Person;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001173;ABIE;Reservation_ Requirement. Details;Actions or items that are required for making a booking.;;;Reservation;Requirement;;;;;;;;Reservation Guidance;;;;;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001174;BBIE;Reservation_ Requirement. Acceptable Credit Card Name_ Payment Information. Text;A credit card name, expressed as text, which is acceptable for payment for this reservation.;;;Reservation;Requirement;Acceptable Credit Card Name;Payment Information;;Text;;;;Available Credit Card;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001175;BBIE;Reservation_ Requirement. Lodging House Covenant_ Rule. Text;A lodging house covenant rule, expressed as text, that is a requirement for this reservation.;;;Reservation;Requirement;Lodging House Covenant;Rule;;Text;;;;Lodgin House Covenant;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001176;BBIE;Reservation_ Requirement. Description. Text;The textual description of this reservation requirement.;;;Reservation;Requirement;;Description;;Text;;;;Sales Rule Description;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001177;ASBIE;Reservation_ Requirement. Actual. Lodging House_ Contract;The actual contract for this lodging house for this reservation requirement.;;;Reservation;Requirement;;Actual;;;;Lodging House;Contract;;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002331;ABIE;Responsible Party_ Contact. Details;A responsible party contact is a person or department that acts a point of contact for the responsible party.;;;Responsible Party;Contact;;;;;;;;;;;;;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002335;ASBIE;Responsible Party_ Contact. Telephone. Telecommunication_ Communication;Telephone communication for this responsible party contact.;;;Responsible Party;Contact;;Telephone;;;;Telecommunication;Communication;;;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002336;ASBIE;Responsible Party_ Contact. Emergency_ Telephone. Telecommunication_ Communication;Emergency telephone communication for this responsible party contact.;;;Responsible Party;Contact;Emergency;Telephone;;;;Telecommunication;Communication;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002337;ASBIE;Responsible Party_ Contact. Fax. Telecommunication_ Communication;Fax communication for this responsible party contact.;;;Responsible Party;Contact;;Fax;;;;Telecommunication;Communication;;;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002338;ASBIE;Responsible Party_ Contact. Email_ URI. Internet_ Communication;An email URI communication for this responsible party contact.;;;Responsible Party;Contact;Email;URI;;;;Internet;Communication;;;;0;unbounded;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002339;ABIE;Responsible_ Party. Details;A responsible party is an individual, a group, or a body that has responsibility for something.;;;Responsible;Party;;;;;;;;;;;;;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002332;BBIE;Responsible_ Party. Organization_ Name. Text;The organization name, expressed as text, of this responsible party.;;;Responsible;Party;Organization;Name;;Text;;;;;If person name is not present, organization name is required.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002333;BBIE;Responsible_ Party. Subordinate Organization_ Name. Text;The subordinate organization name, expressed as text, of this responsible party.;;;Responsible;Party;Subordinate Organization;Name;;Text;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002334;BBIE;Responsible_ Party. Person_ Name. Text;The name of a person, expressed as text, of this responsible party.;;;Responsible;Party;Person;Name;;Text;;;;;If organization name is not present, person name is required.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002340;ASBIE;Responsible_ Party. Defined. Responsible Party_ Contact;The contact defined for this responsible party.;;;Responsible;Party;;Defined;;;;Responsible Party;Contact;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002341;ASBIE;Responsible_ Party. Specified. Unstructured_ Address;The unstructured address of this responsible party.;;;Responsible;Party;;Specified;;;;Unstructured;Address;;;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001076;ABIE;Restaurant_ Facility. Details;A place where people pay to sit and eat meals that are prepared and served on the premises.;;;Restaurant;Facility;;;;;;;;Restaurant;;;;;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001077;BBIE;Restaurant_ Facility. Identification. Identifier;The unique identifier for this restaurant.;;;Restaurant;Facility;;Identification;;Identifier;;;;;;;1;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001078;BBIE;Restaurant_ Facility. Description. Text;The textual description of this restaurant.;;;Restaurant;Facility;;Description;;Text;;;;Restaurant Description;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001079;BBIE;Restaurant_ Facility. Architectural_ Style. Text;The architectural style, expressed as text, of this restaurant.;;;Restaurant;Facility;Architectural;Style;;Text;;;;;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001081;BBIE;Restaurant_ Facility. Construction. Date;The date of the construction of this restaurant.;;;Restaurant;Facility;;Construction;;Date;;;;;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001082;BBIE;Restaurant_ Facility. Latest_ Renovation. Date;The date of the latest renovation of this restaurant.;;;Restaurant;Facility;Latest;Renovation;;Date;;;;;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001083;BBIE;Restaurant_ Facility. Type. Text;The type, expressed as text, of this restaurant.;;;Restaurant;Facility;;Type;;Text;;;;Restaurant Category;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001084;BBIE;Restaurant_ Facility. Food_ Category. Text;The food category, expressed as text, for this restaurant.;;;Restaurant;Facility;Food;Category;;Text;;;;Food Service Type;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001085;ASBIE;Restaurant_ Facility. Physical. Lodging House_ Location;The physical location of this restaurant at this lodging house.;;;Restaurant;Facility;;Physical;;;;Lodging House;Location;Location;;;0;1;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001086;ASBIE;Restaurant_ Facility. Specified. Lodging House_ Usage Condition;A specified usage condition for this restaurant at this lodging house.;;;Restaurant;Facility;;Specified;;;;Lodging House;Usage Condition;;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001087;ASBIE;Restaurant_ Facility. Operating. Specified_ Period;A specified period of operation for this restaurant.;;;Restaurant;Facility;;Operating;;;;Specified;Period;Operation Period;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001088;ASBIE;Restaurant_ Facility. Actual. Lodging House_ Picture;An actual picture of this restaurant at this lodging house.;;;Restaurant;Facility;;Actual;;;;Lodging House;Picture;Picture;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001089;ASBIE;Restaurant_ Facility. Distinctive. Lodging House_ Feature;A feature that is a distinctive characteristic of this restaurant at this lodging house.;;;Restaurant;Facility;;Distinctive;;;;Lodging House;Feature;Feature;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001090;ASBIE;Restaurant_ Facility. Offered. Supplemental_ Service;A supplemental service that is offered for this restaurant.;;;Restaurant;Facility;;Offered;;;;Supplemental;Service;Incidental Service;;;0;unbounded;In All Contexts;;;Information;;;Travel, Tourism & Leisure;;;In All Contexts;;;None;;;Lodging House Response;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001578;ABIE;Sales_ Accounting Account. Details;A sales accounting account is an account for recording sales amounts to general accounting, cost accounting or budget accounting for a trade.;;;Sales;Accounting Account;;;;;;;;;;;;;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001579;BBIE;Sales_ Accounting Account. Identification. Identifier;The unique identifier for this sales accounting account.;;;Sales;Accounting Account;;Identification;;Identifier;;;;;;;1;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001580;BBIE;Sales_ Accounting Account. Set Trigger. Code;The code specifying the set trigger for this sales accounting account to be used in response to a specific, or set of, events.;;;Sales;Accounting Account;;Set Trigger;;Code;;;;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001581;BBIE;Sales_ Accounting Account. Type. Code;The code specifying the type of sales accounting account such as general(main), secondary, cost accounting, budget account.;;;Sales;Accounting Account;;Type;;Code;;;;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001582;BBIE;Sales_ Accounting Account. Amount Type. Code;The code specifying the amount type for a sales accounting account.;;;Sales;Accounting Account;;Amount Type;;Code;;;;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001583;ABIE;Seller_ Party. Details;The seller party is a person or organization acting on behalf of a supplier and who sells goods or services to a customer.;;;Seller;Party;;;;;;;;;;;;;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001584;BBIE;Seller_ Party. Primary_ Identification. Identifier;The primary identifier of this seller party.;;;Seller;Party;Primary;Identification;;Identifier;;;;;;;1;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001585;BBIE;Seller_ Party. Additional_ Identification. Identifier;An additional identifier of this seller party.;;;Seller;Party;Additional;Identification;;Identifier;;;;;;;0;unbounded;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001586;BBIE;Seller_ Party. Tax_ Identification. Identifier;A unique identifier, assigned by a tax authority, to this seller party.;;;Seller;Party;Tax;Identification;;Identifier;;;;;;;0;unbounded;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001587;BBIE;Seller_ Party. Name. Text;The name, expressed as text, for this seller party.;;;Seller;Party;;Name;;Text;;;;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001588;ASBIE;Seller_ Party. Postal. Structured_ Address;The structured postal address for this seller party.;;;Seller;Party;;Postal;;;;Structured;Address;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001589;ASBIE;Seller_ Party. Postal. Unstructured_ Address;The unstructured postal address for this seller party.;;;Seller;Party;;Postal;;;;Unstructured;Address;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001590;ASBIE;Seller_ Party. Postal. Post Box_ Address;The post box postal address for this seller party.;;;Seller;Party;;Postal;;;;Post Box;Address;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001591;ASBIE;Seller_ Party. Defined. Trade_ Contact;A defined trade contact for this seller party.;;;Seller;Party;;Defined;;;;Trade;Contact;;;;0;unbounded;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
